chr8	127000000	127010000	chr8	127000000	127010000	234
chr8	127000000	127010000	chr8	127010000	127020000	34
chr8	127000000	127010000	chr8	127020000	127030000	22
chr8	127000000	127010000	chr8	127030000	127040000	10
chr8	127000000	127010000	chr8	127040000	127050000	12
chr8	127000000	127010000	chr8	127050000	127060000	3
chr8	127000000	127010000	chr8	127060000	127070000	1
chr8	127000000	127010000	chr8	127070000	127080000	5
chr8	127000000	127010000	chr8	127080000	127090000	9
chr8	127000000	127010000	chr8	127090000	127100000	6
chr8	127000000	127010000	chr8	127100000	127110000	8
chr8	127000000	127010000	chr8	127110000	127120000	2
chr8	127000000	127010000	chr8	127120000	127130000	4
chr8	127000000	127010000	chr8	127130000	127140000	6
chr8	127000000	127010000	chr8	127140000	127150000	3
chr8	127000000	127010000	chr8	127170000	127180000	3
chr8	127000000	127010000	chr8	127180000	127190000	1
chr8	127000000	127010000	chr8	127190000	127200000	4
chr8	127000000	127010000	chr8	127200000	127210000	1
chr8	127000000	127010000	chr8	127210000	127220000	4
chr8	127000000	127010000	chr8	127220000	127230000	6
chr8	127000000	127010000	chr8	127230000	127240000	2
chr8	127000000	127010000	chr8	127240000	127250000	3
chr8	127000000	127010000	chr8	127250000	127260000	2
chr8	127000000	127010000	chr8	127260000	127270000	2
chr8	127000000	127010000	chr8	127270000	127280000	2
chr8	127000000	127010000	chr8	127280000	127290000	3
chr8	127000000	127010000	chr8	127290000	127300000	1
chr8	127000000	127010000	chr8	127300000	127310000	1
chr8	127000000	127010000	chr8	127320000	127330000	3
chr8	127000000	127010000	chr8	127330000	127340000	1
chr8	127000000	127010000	chr8	127340000	127350000	4
chr8	127000000	127010000	chr8	127350000	127360000	1
chr8	127000000	127010000	chr8	127360000	127370000	3
chr8	127000000	127010000	chr8	127370000	127380000	3
chr8	127000000	127010000	chr8	127390000	127400000	4
chr8	127000000	127010000	chr8	127400000	127410000	3
chr8	127000000	127010000	chr8	127410000	127420000	1
chr8	127000000	127010000	chr8	127430000	127440000	3
chr8	127000000	127010000	chr8	127440000	127450000	1
chr8	127000000	127010000	chr8	127450000	127460000	2
chr8	127000000	127010000	chr8	127460000	127470000	1
chr8	127000000	127010000	chr8	127470000	127480000	1
chr8	127000000	127010000	chr8	127480000	127490000	3
chr8	127000000	127010000	chr8	127500000	127510000	1
chr8	127000000	127010000	chr8	127520000	127530000	1
chr8	127000000	127010000	chr8	127530000	127540000	5
chr8	127000000	127010000	chr8	127540000	127550000	1
chr8	127000000	127010000	chr8	127550000	127560000	1
chr8	127000000	127010000	chr8	127570000	127580000	1
chr8	127000000	127010000	chr8	127580000	127590000	1
chr8	127000000	127010000	chr8	127590000	127600000	2
chr8	127000000	127010000	chr8	127600000	127610000	2
chr8	127000000	127010000	chr8	127610000	127620000	1
chr8	127000000	127010000	chr8	127620000	127630000	4
chr8	127000000	127010000	chr8	127650000	127660000	1
chr8	127000000	127010000	chr8	127670000	127680000	4
chr8	127000000	127010000	chr8	127680000	127690000	3
chr8	127000000	127010000	chr8	127690000	127700000	1
chr8	127000000	127010000	chr8	127700000	127710000	1
chr8	127000000	127010000	chr8	127720000	127730000	1
chr8	127000000	127010000	chr8	127730000	127740000	1
chr8	127000000	127010000	chr8	127790000	127800000	1
chr8	127000000	127010000	chr8	127800000	127810000	1
chr8	127000000	127010000	chr8	127810000	127820000	1
chr8	127000000	127010000	chr8	127880000	127890000	1
chr8	127000000	127010000	chr8	127890000	127900000	2
chr8	127000000	127010000	chr8	127910000	127920000	1
chr8	127000000	127010000	chr8	127950000	127960000	2
chr8	127000000	127010000	chr8	128010000	128020000	1
chr8	127000000	127010000	chr8	128020000	128030000	1
chr8	127000000	127010000	chr8	128030000	128040000	1
chr8	127000000	127010000	chr8	128070000	128080000	2
chr8	127000000	127010000	chr8	128080000	128090000	3
chr8	127000000	127010000	chr8	128090000	128100000	2
chr8	127000000	127010000	chr8	128140000	128150000	2
chr8	127000000	127010000	chr8	128160000	128170000	2
chr8	127000000	127010000	chr8	128180000	128190000	1
chr8	127000000	127010000	chr8	128200000	128210000	1
chr8	127000000	127010000	chr8	128210000	128220000	1
chr8	127000000	127010000	chr8	128220000	128230000	4
chr8	127000000	127010000	chr8	128240000	128250000	4
chr8	127000000	127010000	chr8	128270000	128280000	2
chr8	127000000	127010000	chr8	128280000	128290000	1
chr8	127000000	127010000	chr8	128300000	128310000	1
chr8	127000000	127010000	chr8	128310000	128320000	1
chr8	127000000	127010000	chr8	128320000	128330000	1
chr8	127000000	127010000	chr8	128340000	128350000	1
chr8	127000000	127010000	chr8	128380000	128390000	2
chr8	127000000	127010000	chr8	128390000	128400000	1
chr8	127000000	127010000	chr8	128410000	128420000	1
chr8	127000000	127010000	chr8	128420000	128430000	1
chr8	127000000	127010000	chr8	128440000	128450000	1
chr8	127000000	127010000	chr8	128470000	128480000	2
chr8	127000000	127010000	chr8	128480000	128490000	2
chr8	127000000	127010000	chr8	128500000	128510000	1
chr8	127000000	127010000	chr8	128510000	128520000	2
chr8	127000000	127010000	chr8	128520000	128530000	2
chr8	127000000	127010000	chr8	128530000	128540000	3
chr8	127000000	127010000	chr8	128570000	128580000	1
chr8	127000000	127010000	chr8	128580000	128590000	1
chr8	127000000	127010000	chr8	128600000	128610000	2
chr8	127000000	127010000	chr8	128620000	128630000	1
chr8	127000000	127010000	chr8	128660000	128670000	2
chr8	127000000	127010000	chr8	128670000	128680000	2
chr8	127000000	127010000	chr8	128690000	128700000	1
chr8	127000000	127010000	chr8	128710000	128720000	1
chr8	127000000	127010000	chr8	128720000	128730000	2
chr8	127000000	127010000	chr8	128730000	128740000	2
chr8	127000000	127010000	chr8	128780000	128790000	1
chr8	127000000	127010000	chr8	128800000	128810000	2
chr8	127000000	127010000	chr8	128810000	128820000	1
chr8	127000000	127010000	chr8	128830000	128840000	1
chr8	127000000	127010000	chr8	128840000	128850000	2
chr8	127000000	127010000	chr8	128870000	128880000	1
chr8	127000000	127010000	chr8	128910000	128920000	2
chr8	127000000	127010000	chr8	128920000	128930000	2
chr8	127000000	127010000	chr8	128970000	128980000	1
chr8	127000000	127010000	chr8	128980000	128990000	2
chr8	127000000	127010000	chr8	129010000	129020000	2
chr8	127000000	127010000	chr8	129020000	129030000	1
chr8	127000000	127010000	chr8	129040000	129050000	1
